q3_storeroomReplenishRate,Location,Date,Lat,Alt,Lng,SurveyID,TripID,TotalCount,FemaleCount,MaleCount,Speed,Username,q0a_shopID,q0b_surveyConsent,q1_workerCount,q2_storeroomSize,q4_deliveryCount,q5_timeCheck,q6_deliverOrPickup,q7_DELmanufactOrExclDist,q8_DELsupplierReplenishRate,q9_DELlastReplenish,q10a_DELlastReplenishSize,q11_DELtimeOfArrival,q12_DELgoodsArrivalTime1,q13_DELerpPrice,q14_PUPmanufactOrExclDist,q15_PUPsupplierReplenishRate,q16_PUPlastReplenish,q17_PUPlastReplenishSize,q18_PUPvehicleType,q19_PUPerpPrice,q16_1a_companyDelivery1,q16_1b_companyDelivery1,q16_2a_companyDelivery1,q16_2b_companyDelivery1,q16_3a_companyDelivery1,q16_3b_companyDelivery1,q16_4a_companyDelivery1,q16_4b_companyDelivery1,q16_5a_companyDelivery1,q16_5b_companyDelivery1,q16_6a_companyDelivery1,q16_6b_companyDelivery1,q16_7a_companyDelivery1,q16_7b_companyDelivery1,q16_8a_companyDelivery1,q16_8b_companyDelivery1,q16_9a_companyDelivery1,q16_9b_companyDelivery1,q16_10a_companyDelivery1,q16_10b_companyDelivery1,eq1_establishmentName,eq2_postCode,eq3_storeLocation,eq4_visibleArea,eq5_retailChain,eq6a_weekdayHoursOpen,eq6b_establishmentIndustry,eq7_weekdayHoursClose,eq8a_relativeAmountSales,eq8b_relativeAmountSales,eq8c_relativeAmountSales,eq8d_relativeAmountSales,eq8e_relativeAmountSales,eq8f_relativeAmountSales,eq8g_relativeAmountSales,eq8h_relativeAmountSales,eq8i_relativeAmountSales,q20_1a_companyDelivery1,q20_1b_companyDelivery1,q20_2a_companyDelivery1,q20_2b_companyDelivery1,q20_3a_companyDelivery1,q20_3b_companyDelivery1,q20_4a_companyDelivery1,q20_4b_companyDelivery1,q20_5a_companyDelivery1,q20_5b_companyDelivery1,q20_6a_companyDelivery1,q20_6b_companyDelivery1,q20_7a_companyDelivery1,q20_7b_companyDelivery1,q20_8a_companyDelivery1,q20_8b_companyDelivery1,q20_9a_companyDelivery1,q20_9b_companyDelivery1,q20_10a_companyDelivery1,q20_10b_companyDelivery1,** q5_timeCheck,q20,eq6b_weekdayHoursClose,eq7_establishmentIndustry
0,"<Point><coordinates>103.8431483,1.2832881,0.0</coordinates></Point>",2014-07-15 15:43:26,1.2832881,0.0,103.8431483,S2258555,,0,0,0,0.0,kimcuong030992@gmail.com,5064,Yes,2,There is no storage space.,"1 (Sidebar, Mod1)",,It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a week. 一个星期一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",50x50x50cm,11:00PM to 1:00 PM,The other party. 出货的人决定。,Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinatown Special,050335,Others,Less than 10 m2,No,1000,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,1400,"Food court and hawkers (5614, 56122)"
,"<Point><coordinates>103.8451132,1.2838805,0.0</coordinates></Point>",2014-07-15 16:28:42,1.2838805,0.0,103.8451132,S7845756,,0,0,0,,yinjin26@gmail.com,10904,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.844629,1.2824484,0.0</coordinates></Point>",2014-07-15 17:02:00,1.2824484,0.0,103.844629,S0949630,,0,0,0,0.0,haokaishi520@gmail.com,12369,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8444042,1.2829249,0.0</coordinates></Point>",2014-07-15 17:23:32,1.2829249,0.0,103.8444042,S3708526,,0,0,0,0.0,haokaishi520@gmail.com,18738,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"<Point><coordinates>103.844629,1.2824484,0.0</coordinates></Point>",2014-07-15 10:59:57,1.2824484,0.0,103.844629,S1531632,,0,0,0,0.0,haokaishi520@gmail.com,21868,Yes,12,25 m2 - 50 m2,5,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From the manufacturer or exclusive distributor. 工厂或者专属供应商 (专卖一种品牌的产品),Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",100x100x100m,Do not remember. 不知道，不记得,The other party. 出货的人决定。,Yes. 是,,,,,,,,,,,,,,,,,,,,,,,,,,,sawasdee thai ,59193,Street/street houses,50 m2 - 100 m2,No,1100,,,3 (Most),1 (Least),1 (Least),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
18,"<Point><coordinates>103.8440105,1.2846543,0.0</coordinates></Point>",2014-07-15 11:10:08,1.2846543,0.0,103.8440105,S4384163,,0,0,0,,yinjin26@gmail.com,17592,,45,10 m2 - 25 m2,5,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,059484,Street/street houses,100 m2 – 200 m2,No,1100,,,3 (Most),0 (None),2 (Some),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),"(Fresh food (e.g. Vegetable, meat))",Once a day. 一天一次,"(Frozen food (e.g. Frozen meat, cake))",Once a day. 一天一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once every two weeks. 每两个星期一次,,,,,,,,,,,,,,,2100,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
,"<Point><coordinates>103.8443614,1.284479,0.0</coordinates></Point>",2014-07-15 11:15:17,1.284479,0.0,103.8443614,S4329418,,0,0,0,,yinjin26@gmail.com,2851,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"<Point><coordinates>103.8439623,1.2849171,0.0</coordinates></Point>",2014-07-15 11:41:30,1.2849171,0.0,103.8439623,S2751345,,0,0,0,,yinjin26@gmail.com,,,6,10 m2 - 25 m2,"1 (Sidebar, Mod1)",,It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From our corporate warehouse/ office. 我们公司自己的货仓,Once a week. 一个星期一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",50x50x50cm,9:00AM to 11:00 AM,The other party. 出货的人决定。,Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,Beijing tong ren science arts,348524,Street/street houses,50 m2 - 100 m2,Yes,1000,,,0 (None),0 (None),3 (Most),0 (None),0 (None),3 (Most),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,1900,Pharmacies and drug stores. May sell other personal products (47722/3)
4,"<Point><coordinates>103.8439947,1.2821286,0.0</coordinates></Point>",2014-07-15 13:42:24,1.2821286,0.0,103.8439947,S8729751,,0,0,0,,yinjin26@gmail.com,658492,Yes,1,Less than 10 m2,3,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sausage,050005,Street/street houses,10 m2 - 25 m2,No,1000,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),"(Cooked, Prepared food)",Multiple times a day. 一天几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Multiple days a week. 一个星期几次,"(Fresh food (e.g. Vegetable, meat))",Multiple days a week. 一个星期几次,,,,,,,,,,,,,,,,,2200,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
3,"<Point><coordinates>103.8423171,1.2840753,0.0</coordinates></Point>",2014-07-15 14:02:30,1.2840753,0.0,103.8423171,S7141187,,0,0,0,,yinjin26@gmail.com,,,1,There is no storage space.,3,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,,Multiple days a week. 一个星期几次,"(Fresh food (e.g. Vegetable, meat),Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",50x50x50cm,1:00PM to 3:00 PM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"<Point><coordinates>103.842819,1.2789668,-433.70988345552956</coordinates></Point>",2014-07-15 14:09:08,1.2789668,-433.70988345552956,103.842819,S4132780,,0,0,0,0.0,kimcuong030992@gmail.com,19033,Yes,6,10 m2 - 25 m2,20,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Or less. 更少,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",More than two 200x100x100m box,9:00AM to 11:00 AM,We negotiate the delivery time together. 我们有商量最适当的送货时间。,No. 否,,,,,,,,,,,,,,,,,,,,,,,,,,,Oriole Coffee Roasters,089264,Street/street houses,10 m2 - 25 m2,No,8,,,3 (Most),0 (None),2 (Some),,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
12,"<Point><coordinates>103.8420881,1.2785064,-223.31216952871503</coordinates></Point>",2014-07-15 14:29:51,1.2785064,-223.31216952871503,103.8420881,S0623707,,0,0,0,0.0,kimcuong030992@gmail.com,26095,Yes,6,Less than 10 m2,15,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Multiple days a week. 一个星期几次,"(Frozen food (e.g. Frozen meat, cake),Fresh food (e.g. Vegetable, meat))",50x50x50cm,1:00PM to 3:00 PM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"<Point><coordinates>103.8440177,1.287661,0.0</coordinates></Point>",2014-07-15 14:39:40,1.287661,0.0,103.8440177,S9110815,,0,0,0,,yinjin26@gmail.com,5164825,Yes,1,There is no storage space.,6,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050335,Others,Less than 10 m2,No,0800,,,0 (None),0 (None),3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Multiple days a week. 一个星期几次,"(Fresh food (e.g. Vegetable, meat))",Once a day. 一天一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once a week. 一个星期一次,"(Packaging materials, e.g. plastic boxes and bags)",Or less. 更少,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once every two weeks. 每两个星期一次,,,,,,,,,,,1700,"Food court and hawkers (5614, 56122)"
,"<Point><coordinates>103.8425231,1.2823773,0.0</coordinates></Point>",2014-07-15 15:46:26,1.2823773,0.0,103.8425231,S7446919,,0,0,0,0.0,kimcuong030992@gmail.com,2307,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"<Point><coordinates>103.8447491,1.2846707,0.0</coordinates></Point>",2014-07-15 16:22:12,1.2846707,0.0,103.8447491,S3820541,,0,0,0,,yinjin26@gmail.com,643256,Yes,1,There is no storage space.,"1 (Sidebar, Mod1)","Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Multiple days a week. 一个星期几次,"(Frozen food (e.g. Frozen meat, cake))",100x100x100m,9:00AM to 11:00 AM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",,,,,,,,,,,,,,,,,,,,,,,,,,,,beef brisket store,050335,Others,Less than 10 m2,No,1200,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,2400,"Food court and hawkers (5614, 56122)"
7,"<Point><coordinates>103.8447491,1.2846707,0.0</coordinates></Point>",2014-07-15 16:41:56,1.2846707,0.0,103.8447491,S8042020,,0,0,0,,yinjin26@gmail.com,10904,Yes,3,There is no storage space.,2,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a day. 一天一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",25x25x25cm,11:00PM to 1:00 PM,The other party. 出货的人决定。,,,,,,,,,,,,,,,,,,,,,,,,,,,,heng ji,050335,Others,Less than 10 m2,No,0700,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,,
2,"<Point><coordinates>103.8451882,1.2843724,0.0</coordinates></Point>",2014-07-15 17:02:41,1.2843724,0.0,103.8451882,S2002826,,0,0,0,,yinjin26@gmail.com,12866,Yes,3,There is no storage space.,4,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jin ji teochew,050335,Others,Less than 10 m2,No,0800,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),"(Frozen food (e.g. Frozen meat, cake),Fresh food (e.g. Vegetable, meat),Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once every two weeks. 每两个星期一次,"(Packaging materials, e.g. plastic boxes and bags)",Once a month. 一个月一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Or less. 更少,,,,,,,,,,,,,,,2100,"Food court and hawkers (5614, 56122)"
,"<Point><coordinates>103.8452477,1.2837239,0.0</coordinates></Point>",2014-07-15 11:01:30,1.2837239,0.0,103.8452477,S7100419,,0,0,0,,yinjin26@gmail.com,10407,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"<Point><coordinates>103.8429524,1.2884646,0.0</coordinates></Point>",2014-07-15 13:58:03,1.2884646,0.0,103.8429524,S1647385,,0,0,0,,yinjin26@gmail.com,629565,Yes,2,There is no storage space.,"1 (Sidebar, Mod1)",,It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From the manufacturer or exclusive distributor. 工厂或者专属供应商 (专卖一种品牌的产品),Once a day. 一天一次,"(Fresh food (e.g. Vegetable, meat))",50x50x50cm,7:00AM to 9:00 AM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,cmy satay,050335,Others,Less than 10 m2,No,0900,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,,"Food court and hawkers (5614, 56122)"
12,"<Point><coordinates>103.844308,1.2845013,0.0</coordinates></Point>",2014-07-15 11:33:43,1.2845013,0.0,103.844308,S5282530,,0,0,0,,yinjin26@gmail.com,,,4,There is no storage space.,10,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,Do not know. 不知道,Once a week. 一个星期一次,"(Personal accessories/ effects (Watch, jewelries))",50x50x50cm,9:00AM to 11:00 AM,The other party. 出货的人决定。,Yes. 是,,,,,,,,,,,,,,,,,,,,,,,,,,,cheers,058354,Street/street houses,10 m2 - 25 m2,Yes,0000,,,3 (Most),1 (Least),2 (Some),1 (Least),1 (Least),1 (Least),1 (Least),1 (Least),1 (Least),,,,,,,,,,,,,,,,,,,,,,,0000,Grocery store mainly selling several types of dry goods (consumer packaged goods) (471)
15,"<Point><coordinates>103.8449315,1.2834159,0.0</coordinates></Point>",2014-07-15 12:16:33,1.2834159,0.0,103.8449315,S8659846,,0,0,0,,yinjin26@gmail.com,17787,Yes,6,Less than 10 m2,5,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nanyang old coffee,058817,Street/street houses,25 m2 - 50 m2,Yes,1000,,,3 (Most),0 (None),2 (Some),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),"(Cooked, Prepared food)",Multiple days a week. 一个星期几次,"(Cooked, Prepared food)",Once a day. 一天一次,"(Cooked, Prepared food)",Once a day. 一天一次,,,,,,,,,,,,,,,,,2100,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
,"<Point><coordinates>103.8461858,1.2814895,0.0</coordinates></Point>",2014-07-15 12:57:49,1.2814895,0.0,103.8461858,S8730625,,0,0,0,0.0,haokaishi520@gmail.com,22335,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"<Point><coordinates>103.8438247,1.2833306,0.0</coordinates></Point>",2014-07-15 13:50:57,1.2833306,0.0,103.8438247,S5620981,,0,0,0,0.0,haokaishi520@gmail.com,24822,Yes,30,100 m2 - 200 m2,10,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Street/street houses,100 m2 – 200 m2,No,0700,,,3 (Most),0 (None),1 (Least),,,,,,,,Once a day. 一天一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once a day. 一天一次,"(Fresh food (e.g. Vegetable, meat))",Once a day. 一天一次,,,,,,,,,,,,,,,,,2230,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
,"<Point><coordinates>103.8420914,1.2816355,38.68109260586464</coordinates></Point>",2014-07-15 13:51:15,1.2816355,38.68109260586464,103.8420914,S3036646,,0,0,0,0.0,kimcuong030992@gmail.com,17696,,8,There is no storage space.,2,,,From another store. 另一间店,,"(Packaging materials, e.g. plastic boxes and bags)",More than two 200x100x100m box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,Personal accessories stores (4773)
10,"<Point><coordinates>103.8446124,1.2831018,0.0</coordinates></Point>",2014-07-15 14:06:40,1.2831018,0.0,103.8446124,S8733473,,0,0,0,0.0,haokaishi520@gmail.com,52344,Yes,6,50 m2 - 100 m2,3,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a day. 一天一次,"(Fresh food (e.g. Vegetable, meat))",100x100x100m,9:00AM to 11:00 AM,The other party. 出货的人决定。,No. 否,,,,,,,,,,,,,,,,,,,,,,,,,,,running man ,058556,Street/street houses,50 m2 - 100 m2,No,1200,,,3 (Most),0 (None),1 (Least),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
6,"<Point><coordinates>103.8429524,1.2884646,0.0</coordinates></Point>",2014-07-15 14:11:37,1.2884646,0.0,103.8429524,S9037105,,0,0,0,,yinjin26@gmail.com,7543958,Yes,2,There is no storage space.,"1 (Sidebar, Mod1)",,It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a day. 一天一次,"(Fresh food (e.g. Vegetable, meat),Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",25x25x25cm,1:00PM to 3:00 PM,The other party. 出货的人决定。,Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,jiu ji Zhou,050335,Others,Less than 10 m2,No,0800,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,2000,"Food court and hawkers (5614, 56122)"
,"<Point><coordinates>103.8425942,1.2794894,-507.51669653269073</coordinates></Point>",2014-07-15 14:17:40,1.2794894,-507.51669653269073,103.8425942,S4315932,,0,0,0,0.0,kimcuong030992@gmail.com,15231,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"<Point><coordinates>103.8427274,1.2856466,0.0</coordinates></Point>",2014-07-15 14:28:52,1.2856466,0.0,103.8427274,S1385715,,0,0,0,,yinjin26@gmail.com,1648235,Yes,2,There is no storage space.,3,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05033,Others,Less than 10 m2,No,0800,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),,0 (None),0 (None),"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Multiple days a week. 一个星期几次,"(Fresh food (e.g. Vegetable, meat))",Once a day. 一天一次,"(Fresh food (e.g. Vegetable, meat))",Once a day. 一天一次,,,,,,,,,,,,,,,,,2000,"Food court and hawkers (5614, 56122)"
,"<Point><coordinates>103.8420881,1.2785064,-223.31216952871503</coordinates></Point>",2014-07-15 14:32:28,1.2785064,-223.31216952871503,103.8420881,S8196174,,0,0,0,0.0,kimcuong030992@gmail.com,7550,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8421699,1.2857255,0.0</coordinates></Point>",2014-07-15 15:01:39,1.2857255,0.0,103.8421699,S0767096,,0,0,0,,yinjin26@gmail.com,132584,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8436907,1.2864211,0.0</coordinates></Point>",2014-07-15 15:49:05,1.2864211,0.0,103.8436907,S1184252,,0,0,0,,yinjin26@gmail.com,19113,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"<Point><coordinates>103.8427745,1.282279,0.0</coordinates></Point>",2014-07-15 15:57:15,1.282279,0.0,103.8427745,S8476733,,0,0,0,0.0,kimcuong030992@gmail.com,88887,Yes,5,There is no storage space.,4,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tian Tian Porridge,050335,Others,Less than 10 m2,No,0600,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once a day. 一天一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Or less. 更少,"(Frozen food (e.g. Frozen meat, cake))",Once a day. 一天一次,,,,,,,,,,,,,,,1300,"Food court and hawkers (5614, 56122)"
15,"<Point><coordinates>103.8436907,1.2864211,0.0</coordinates></Point>",2014-07-15 15:59:42,1.2864211,0.0,103.8436907,S0524394,,0,0,0,,yinjin26@gmail.com,7954325,Yes,1,There is no storage space.,7,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wang wang,050335,Others,Less than 10 m2,No,1100,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),"(Fresh food (e.g. Vegetable, meat))",Once a day. 一天一次,"(Fresh food (e.g. Vegetable, meat))",Once a day. 一天一次,"(Fresh food (e.g. Vegetable, meat))",Multiple days a week. 一个星期几次,"(Frozen food (e.g. Frozen meat, cake))",Once a week. 一个星期一次,,,,,,,,,,,,,,,2200,"Food court and hawkers (5614, 56122)"
,"<Point><coordinates>103.8447491,1.2846707,0.0</coordinates></Point>",2014-07-15 17:07:27,1.2846707,0.0,103.8447491,S6902290,,0,0,0,,yinjin26@gmail.com,645823,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8441054,1.2847245,0.0</coordinates></Point>",2014-07-15 11:35:29,1.2847245,0.0,103.8441054,S3893054,,0,0,0,,yinjin26@gmail.com,23710,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"<Point><coordinates>103.8449241,1.2818542,0.0</coordinates></Point>",2014-07-15 13:13:43,1.2818542,0.0,103.8449241,S6116433,,0,0,0,,yinjin26@gmail.com,19837,Yes,2,There is no storage space.,3,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Or less. 更少,(Cosmetics),25x25x25cm,5:00PM to 7:00 PM,We negotiate the delivery time together. 我们有商量最适当的送货时间。,Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,perfume and scent,058827,Street/street houses,10 m2 - 25 m2,No,1000,,,0 (None),0 (None),0 (None),3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,2000,Shops that only sells cosmetics and toiletries (47721)
35,"<Point><coordinates>103.8420989,1.2826913,0.0</coordinates></Point>",2014-07-15 13:39:53,1.2826913,0.0,103.8420989,S3219761,,0,0,0,0.0,haokaishi520@gmail.com,56789,Yes,10,10 m2 - 25 m2,40,"Pharmacy (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From the manufacturer or exclusive distributor. 工厂或者专属供应商 (专卖一种品牌的产品),Once a month. 一个月一次,(Medicinal and pharmaceutical products),50x50x50cm,11:00PM to 1:00 PM,The other party. 出货的人决定。,Yes. 是,,,,,,,,,,,,,,,,,,,,,,,,,,,pingmin medical hall,050004,Street/street houses,50 m2 - 100 m2,No,0800,,,0 (None),,,1 (Least),0 (None),3 (Most),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,1830,Pharmacies and drug stores. May sell other personal products (47722/3)
,"<Point><coordinates>103.846019,1.2806963,0.0</coordinates></Point>",2014-07-15 13:51:27,1.2806963,0.0,103.846019,S5927407,,0,0,0,,yinjin26@gmail.com,1244,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8469028,1.2794035,0.0</coordinates></Point>",2014-07-15 13:52:52,1.2794035,0.0,103.8469028,S0108957,,0,0,0,,yinjin26@gmail.com,547618,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
